,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Cabin_num,Side
310,Mars,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,0,E,21,S
313,Mars,0,TRAPPIST-1e,22.0,0,142.0,2876.0,202.0,3.0,0.0,1,D,12,P
314,Mars,0,TRAPPIST-1e,36.0,0,520.0,0.0,1865.0,0.0,0.0,1,,,
315,Earth,1,PSO J318.5-22,14.0,0,0.0,0.0,0.0,0.0,0.0,1,G,60,P
316,Mars,0,TRAPPIST-1e,23.0,0,2001.0,0.0,2975.0,0.0,0.0,0,F,78,P
317,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,,,
319,Earth,0,TRAPPIST-1e,41.0,0,,1198.0,0.0,124.0,572.0,0,F,65,S
320,Earth,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,1,G,50,S
322,Earth,0,PSO J318.5-22,26.0,0,148.0,0.0,453.0,0.0,88.0,0,F,66,S
323,Earth,0,TRAPPIST-1e,15.0,0,358.0,212.0,33.0,0.0,112.0,0,F,67,S
324,Earth,0,55 Cancri e,33.0,0,0.0,36.0,0.0,280.0,417.0,1,F,68,S
326,Mars,0,TRAPPIST-1e,26.0,0,2832.0,107.0,4447.0,15.0,4.0,0,F,82,P
327,Mars,1,TRAPPIST-1e,61.0,0,0.0,0.0,0.0,0.0,0.0,1,F,82,P
328,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,592.0,177.0,58.0,1,G,53,S
330,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,F,84,P
331,Earth,0,TRAPPIST-1e,24.0,0,0.0,5.0,0.0,2766.0,0.0,0,F,85,P
332,Earth,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,0,G,62,P
333,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,558.0,0.0,230.0,0,E,22,P
334,Earth,0,TRAPPIST-1e,22.0,0,116.0,0.0,786.0,6.0,0.0,1,G,54,S
335,Europa,0,55 Cancri e,63.0,0,0.0,1068.0,0.0,176.0,8188.0,0,C,15,S
336,Europa,0,55 Cancri e,18.0,0,17.0,215.0,4.0,5132.0,697.0,0,B,11,S
337,Europa,1,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,B,11,S
338,Europa,0,TRAPPIST-1e,79.0,0,5649.0,235.0,7.0,2579.0,2175.0,0,B,11,S
339,Europa,1,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,1,B,11,S
340,Europa,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,B,11,S
341,Europa,0,TRAPPIST-1e,33.0,0,0.0,2491.0,6.0,1173.0,1059.0,0,B,11,S
342,Europa,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,B,11,S
343,Earth,0,TRAPPIST-1e,31.0,0,198.0,0.0,591.0,0.0,164.0,1,G,63,P
344,Europa,1,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,,,
346,Europa,1,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,1,B,16,P
348,Earth,0,TRAPPIST-1e,28.0,0,82.0,773.0,0.0,3693.0,140.0,0,G,55,S
349,Earth,1,PSO J318.5-22,34.0,0,0.0,0.0,0.0,0.0,0.0,0,G,55,S
350,Earth,0,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,G,56,S
351,Earth,0,TRAPPIST-1e,14.0,0,3.0,0.0,881.0,25.0,0.0,1,G,56,S
352,Earth,0,TRAPPIST-1e,23.0,0,13.0,747.0,0.0,0.0,128.0,0,G,65,P
353,Earth,1,TRAPPIST-1e,49.0,0,0.0,0.0,0.0,0.0,0.0,0,G,66,P
354,Earth,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,0,G,57,S
355,Earth,0,TRAPPIST-1e,18.0,0,391.0,44.0,356.0,0.0,0.0,0,E,23,P
356,Europa,0,PSO J318.5-22,27.0,1,69.0,5728.0,0.0,0.0,987.0,1,C,9,P
357,Earth,0,TRAPPIST-1e,48.0,0,0.0,111.0,0.0,1508.0,0.0,0,E,24,P
358,Europa,0,55 Cancri e,31.0,1,0.0,11003.0,552.0,8157.0,5688.0,0,B,17,P
359,Europa,0,55 Cancri e,61.0,0,1.0,608.0,0.0,3835.0,1.0,0,B,17,P
360,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,G,59,S
361,Mars,1,TRAPPIST-1e,45.0,0,0.0,0.0,0.0,0.0,0.0,1,F,69,S
362,Mars,0,TRAPPIST-1e,22.0,0,28.0,420.0,36.0,6011.0,3.0,0,D,13,S
363,Mars,0,TRAPPIST-1e,30.0,1,1056.0,0.0,0.0,0.0,0.0,0,D,14,S
364,Mars,0,TRAPPIST-1e,30.0,0,1770.0,0.0,0.0,13.0,0.0,0,D,14,S
365,,1,55 Cancri e,32.0,1,0.0,0.0,0.0,0.0,0.0,1,D,15,S
366,Mars,0,TRAPPIST-1e,43.0,1,353.0,896.0,0.0,0.0,2.0,1,D,13,P
367,Earth,0,55 Cancri e,17.0,0,177.0,0.0,0.0,310.0,7.0,0,F,89,P
368,Earth,0,TRAPPIST-1e,23.0,0,,21.0,0.0,0.0,1699.0,0,G,69,P
369,Earth,0,TRAPPIST-1e,20.0,0,0.0,465.0,0.0,5.0,223.0,0,F,90,P
370,Earth,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,0,G,69,P
375,Europa,0,TRAPPIST-1e,60.0,0,0.0,7255.0,5952.0,1537.0,0.0,1,C,11,P
376,Earth,0,TRAPPIST-1e,18.0,0,0.0,157.0,0.0,352.0,60.0,0,F,92,P
377,Earth,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,0,G,60,S
379,Europa,0,55 Cancri e,22.0,0,0.0,1170.0,0.0,5467.0,1241.0,0,B,18,P
380,Europa,1,TRAPPIST-1e,59.0,0,0.0,0.0,0.0,0.0,0.0,1,B,18,P
381,Europa,0,TRAPPIST-1e,,0,8.0,3584.0,0.0,13.0,57.0,1,B,19,P
382,Mars,0,TRAPPIST-1e,37.0,0,1094.0,2.0,26.0,34.0,1.0,0,F,96,P
383,Mars,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,F,96,P
384,Mars,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,1,F,96,P
385,Europa,0,TRAPPIST-1e,31.0,0,417.0,0.0,7185.0,562.0,792.0,1,E,26,P
386,Europa,0,TRAPPIST-1e,29.0,0,0.0,4118.0,0.0,715.0,3139.0,1,C,16,S
387,Europa,0,55 Cancri e,20.0,0,2.0,10116.0,0.0,2.0,225.0,1,A,5,S
389,Earth,0,TRAPPIST-1e,29.0,0,0.0,1026.0,0.0,16.0,0.0,1,F,75,S
391,Mars,0,TRAPPIST-1e,17.0,0,1483.0,10.0,0.0,0.0,0.0,0,F,76,S
392,Europa,0,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,B,20,P
393,Europa,0,TRAPPIST-1e,47.0,0,4.0,891.0,0.0,2962.0,3656.0,0,B,20,P
394,Mars,1,TRAPPIST-1e,45.0,0,0.0,0.0,0.0,0.0,0.0,1,F,77,S
395,Earth,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,G,62,S
396,Earth,0,55 Cancri e,10.0,0,0.0,0.0,0.0,0.0,0.0,1,G,63,S
398,Earth,0,TRAPPIST-1e,39.0,0,382.0,0.0,22.0,467.0,0.0,0,F,78,S
399,Earth,0,PSO J318.5-22,40.0,0,7.0,0.0,840.0,26.0,0.0,0,F,78,S
400,Europa,1,TRAPPIST-1e,40.0,0,,0.0,0.0,0.0,0.0,1,B,13,S
401,Europa,0,55 Cancri e,34.0,0,,5637.0,45.0,1936.0,56.0,0,C,13,P
405,,0,TRAPPIST-1e,26.0,1,1869.0,0.0,136.0,0.0,0.0,0,F,99,P
406,Earth,0,TRAPPIST-1e,25.0,0,1352.0,0.0,0.0,24.0,799.0,0,F,80,S
411,Earth,1,PSO J318.5-22,32.0,0,0.0,0.0,0.0,0.0,0.0,1,G,71,P
412,Earth,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,1,G,64,S
413,Mars,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,E,26,S
414,Europa,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,1,B,14,S
415,Europa,1,55 Cancri e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,,,
416,Europa,1,TRAPPIST-1e,74.0,0,0.0,0.0,0.0,0.0,0.0,1,B,14,S
418,Europa,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,1,B,15,S
420,Earth,0,TRAPPIST-1e,55.0,0,210.0,185.0,188.0,59.0,73.0,0,F,83,S
421,Earth,0,PSO J318.5-22,19.0,0,0.0,0.0,747.0,26.0,0.0,1,G,72,P
422,Earth,1,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,0,G,72,P
423,Earth,0,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,0,G,72,P
425,Earth,0,TRAPPIST-1e,15.0,0,2156.0,0.0,0.0,59.0,2.0,0,F,84,S
426,Earth,1,PSO J318.5-22,24.0,0,0.0,0.0,0.0,0.0,0.0,1,G,65,S
428,Earth,0,TRAPPIST-1e,22.0,0,0.0,70.0,182.0,612.0,20.0,1,F,85,S
429,Earth,0,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0,1,G,66,S
431,Mars,0,TRAPPIST-1e,34.0,0,865.0,0.0,257.0,0.0,35.0,0,F,100,P
434,Earth,0,TRAPPIST-1e,,0,0.0,654.0,22.0,146.0,4.0,1,E,28,P
435,Earth,0,TRAPPIST-1e,36.0,0,0.0,0.0,863.0,1.0,1.0,0,F,101,P
436,Earth,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,0,,,
437,Mars,1,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,F,86,S
438,,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,F,86,S
439,Europa,0,TRAPPIST-1e,16.0,0,0.0,45.0,2.0,5183.0,170.0,0,B,22,P
441,Earth,0,PSO J318.5-22,37.0,0,0.0,10.0,544.0,9.0,299.0,0,F,87,S
442,Earth,1,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,G,69,S
443,Earth,0,TRAPPIST-1e,36.0,0,0.0,0.0,38.0,9.0,943.0,0,E,29,P
444,Mars,0,PSO J318.5-22,27.0,0,,6.0,145.0,144.0,0.0,0,F,103,P
445,Mars,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,F,103,P
446,Mars,1,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0,1,F,103,P
447,Earth,0,TRAPPIST-1e,22.0,0,0.0,5.0,0.0,1619.0,0.0,0,E,30,P
448,Earth,0,TRAPPIST-1e,27.0,0,,34.0,23.0,0.0,275.0,0,G,74,P
449,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,G,70,S
450,Earth,0,TRAPPIST-1e,27.0,0,0.0,118.0,0.0,5.0,665.0,0,E,28,S
451,Earth,0,TRAPPIST-1e,28.0,0,0.0,14.0,0.0,0.0,615.0,0,F,88,S
452,Europa,0,55 Cancri e,21.0,0,0.0,33.0,0.0,3348.0,55.0,0,B,17,S
453,Europa,0,TRAPPIST-1e,39.0,0,172.0,1794.0,12.0,4303.0,246.0,0,C,19,S
454,Earth,1,PSO J318.5-22,28.0,0,0.0,0.0,0.0,0.0,0.0,0,G,76,P
456,Europa,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,,,
457,Europa,1,55 Cancri e,46.0,0,0.0,0.0,0.0,0.0,0.0,1,B,18,S
458,Mars,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,F,89,S
459,Mars,0,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,0,E,29,S
460,Mars,0,55 Cancri e,21.0,0,513.0,0.0,1749.0,82.0,0.0,1,D,19,P
461,Europa,0,TRAPPIST-1e,42.0,0,0.0,929.0,967.0,0.0,481.0,0,E,32,P
462,Mars,0,TRAPPIST-1e,22.0,0,10.0,0.0,817.0,471.0,0.0,0,,,
463,Mars,0,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,1,F,90,S
464,Mars,0,TRAPPIST-1e,43.0,0,1821.0,0.0,47.0,29.0,0.0,0,F,90,S
465,Mars,0,TRAPPIST-1e,42.0,0,1246.0,35.0,16.0,0.0,0.0,0,E,31,S
468,Europa,1,,24.0,0,0.0,0.0,0.0,0.0,0.0,1,B,19,S
469,Europa,0,TRAPPIST-1e,64.0,0,0.0,1737.0,11.0,401.0,752.0,0,B,19,S
470,Europa,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,B,19,S
471,,1,55 Cancri e,53.0,0,0.0,0.0,0.0,0.0,0.0,1,B,19,S
472,Mars,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,1,F,91,S
473,Earth,0,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,1,G,74,S
474,Europa,0,TRAPPIST-1e,59.0,0,0.0,16521.0,0.0,323.0,0.0,1,C,16,P
475,Europa,0,55 Cancri e,32.0,0,0.0,5755.0,0.0,59.0,122.0,1,D,18,S
476,Europa,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,1,D,18,S
477,Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,1,G,78,P
478,Europa,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,1,B,20,S
481,,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,1,F,92,S
483,Earth,0,TRAPPIST-1e,55.0,0,62.0,0.0,0.0,0.0,0.0,0,G,78,S
484,Earth,0,TRAPPIST-1e,23.0,0,39.0,263.0,0.0,0.0,0.0,1,E,32,S
485,Earth,0,TRAPPIST-1e,42.0,0,0.0,0.0,750.0,0.0,156.0,0,E,33,P
486,Earth,0,TRAPPIST-1e,35.0,0,553.0,213.0,1733.0,0.0,6.0,1,E,33,S
488,Mars,0,55 Cancri e,,0,1172.0,11.0,3.0,0.0,4.0,0,F,93,S
489,Mars,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,F,93,S
490,Europa,0,TRAPPIST-1e,46.0,0,0.0,1119.0,0.0,3427.0,6595.0,0,C,17,P
491,Earth,1,PSO J318.5-22,26.0,0,0.0,0.0,0.0,0.0,0.0,0,G,81,P
492,Earth,1,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0,0,G,82,P
493,Earth,1,55 Cancri e,,0,0.0,0.0,0.0,0.0,0.0,1,G,82,P
494,Mars,0,TRAPPIST-1e,33.0,0,20.0,0.0,384.0,557.0,0.0,0,D,21,P
495,Europa,0,TRAPPIST-1e,34.0,0,98.0,715.0,29.0,5732.0,1902.0,0,B,23,P
496,Europa,0,TRAPPIST-1e,49.0,0,3573.0,1308.0,316.0,641.0,25.0,0,B,23,P
497,Earth,0,TRAPPIST-1e,22.0,0,0.0,5.0,0.0,320.0,352.0,0,G,83,P
498,Earth,0,TRAPPIST-1e,28.0,0,0.0,1073.0,0.0,0.0,5.0,1,F,110,P
500,Europa,1,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,C,18,P
501,,1,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,1,C,18,P
502,Europa,1,TRAPPIST-1e,49.0,0,0.0,0.0,0.0,0.0,0.0,1,C,18,P
503,Europa,0,TRAPPIST-1e,38.0,0,0.0,1793.0,479.0,9.0,4987.0,0,C,18,P
504,Mars,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,1,F,95,S
505,,0,TRAPPIST-1e,17.0,0,1471.0,0.0,0.0,45.0,16.0,0,F,95,S
506,Earth,0,TRAPPIST-1e,26.0,0,9.0,0.0,0.0,0.0,878.0,0,G,84,P
507,Earth,0,TRAPPIST-1e,23.0,0,59.0,0.0,0.0,681.0,0.0,0,F,111,P
508,Earth,0,55 Cancri e,24.0,0,930.0,691.0,838.0,0.0,0.0,0,F,96,S
509,Earth,0,TRAPPIST-1e,23.0,0,0.0,15.0,831.0,16.0,3.0,0,F,97,S
510,Earth,0,TRAPPIST-1e,24.0,0,0.0,86.0,704.0,0.0,1.0,1,E,36,S
511,Mars,0,PSO J318.5-22,32.0,0,666.0,0.0,0.0,252.0,1.0,1,D,19,S
512,Mars,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,1,F,98,S
513,Earth,0,TRAPPIST-1e,23.0,0,13.0,12.0,0.0,762.0,0.0,1,F,99,S
517,Europa,0,TRAPPIST-1e,37.0,0,0.0,6506.0,0.0,764.0,0.0,1,C,19,P
518,Europa,1,55 Cancri e,61.0,0,0.0,0.0,0.0,0.0,0.0,1,C,20,P
519,Europa,0,TRAPPIST-1e,33.0,0,0.0,165.0,1.0,2525.0,0.0,0,C,20,P
520,Earth,0,TRAPPIST-1e,19.0,0,0.0,1428.0,0.0,1.0,19.0,1,F,100,S
521,Earth,0,PSO J318.5-22,21.0,0,0.0,12.0,580.0,0.0,79.0,0,F,102,S
523,Earth,0,PSO J318.5-22,12.0,0,0.0,0.0,0.0,0.0,0.0,1,G,81,S
524,,0,TRAPPIST-1e,44.0,0,1440.0,293.0,74.0,32.0,0.0,1,F,103,S
525,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,332.0,442.0,0.0,0,G,82,S
526,Mars,0,55 Cancri e,33.0,0,840.0,642.0,402.0,21.0,0.0,0,F,114,P
528,Europa,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,B,24,P
529,Europa,0,,28.0,0,0.0,410.0,2.0,1354.0,3695.0,0,B,24,P
530,Mars,0,TRAPPIST-1e,31.0,0,697.0,0.0,612.0,0.0,0.0,0,F,115,P
531,Mars,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,E,37,S
534,Europa,1,55 Cancri e,,0,0.0,0.0,0.0,0.0,0.0,1,D,20,S
537,Europa,1,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,C,21,P
538,Europa,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,0,C,21,P
541,Europa,1,55 Cancri e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,C,21,P
542,Europa,0,TRAPPIST-1e,55.0,0,0.0,1542.0,0.0,1814.0,1568.0,0,C,21,P
543,Europa,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,1,C,21,P
544,Earth,0,TRAPPIST-1e,19.0,0,1911.0,0.0,21.0,854.0,0.0,0,F,105,S
545,Earth,0,TRAPPIST-1e,,0,14.0,809.0,25.0,54.0,0.0,0,F,117,P
546,Europa,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,E,34,P
547,Earth,0,,21.0,0,0.0,0.0,625.0,110.0,0.0,0,F,107,S
548,Earth,0,TRAPPIST-1e,65.0,0,0.0,0.0,521.0,105.0,0.0,0,G,86,P
549,Earth,0,TRAPPIST-1e,55.0,0,53.0,790.0,37.0,0.0,0.0,1,F,108,S
551,Earth,1,TRAPPIST-1e,49.0,0,0.0,0.0,0.0,0.0,0.0,1,G,87,P
552,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,601.0,183.0,4.0,0,E,38,S
553,Mars,1,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,1,F,118,P
554,Mars,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,F,109,S
555,Mars,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,F,109,S
556,Mars,1,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,1,F,109,S
557,Mars,1,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,1,F,120,P
558,Mars,1,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0,1,F,120,P
559,Mars,0,TRAPPIST-1e,23.0,0,2648.0,0.0,1092.0,0.0,0.0,0,D,22,P
560,Europa,1,TRAPPIST-1e,53.0,0,0.0,0.0,0.0,0.0,0.0,1,D,23,P
561,Mars,0,TRAPPIST-1e,18.0,0,5.0,25.0,616.0,0.0,1042.0,0,F,121,P
563,Earth,0,TRAPPIST-1e,23.0,0,234.0,1.0,551.0,0.0,1.0,0,E,35,P
564,Earth,0,TRAPPIST-1e,48.0,0,801.0,2.0,0.0,1.0,973.0,0,G,90,P
566,Mars,0,TRAPPIST-1e,,0,43.0,152.0,182.0,1.0,2005.0,0,D,24,P
567,Earth,0,55 Cancri e,9.0,0,0.0,0.0,0.0,0.0,0.0,0,G,87,S
569,Mars,0,TRAPPIST-1e,46.0,0,21.0,0.0,2155.0,422.0,0.0,1,F,123,P
571,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,0,G,91,P
572,Earth,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,0,G,89,S
573,Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,F,124,P
574,Mars,0,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,F,124,P
577,Europa,0,TRAPPIST-1e,24.0,0,0.0,3385.0,826.0,9.0,793.0,1,C,23,S
578,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,F,125,P
579,Mars,0,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,0,E,36,P
580,Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,F,125,P
581,Earth,0,TRAPPIST-1e,21.0,0,0.0,0.0,12.0,0.0,747.0,0,F,126,P
582,Europa,0,TRAPPIST-1e,37.0,0,27.0,654.0,10.0,881.0,9568.0,0,C,22,P
583,Europa,0,55 Cancri e,44.0,0,434.0,3113.0,19.0,0.0,892.0,0,C,22,P
584,Europa,0,TRAPPIST-1e,43.0,0,4.0,1111.0,118.0,1852.0,0.0,0,C,22,P
585,Earth,0,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,1,G,94,P
586,Mars,0,TRAPPIST-1e,33.0,0,149.0,0.0,0.0,0.0,109.0,0,F,128,P
587,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,229.0,502.0,5.0,0,F,129,P
588,Earth,1,PSO J318.5-22,31.0,0,0.0,0.0,0.0,0.0,0.0,1,G,90,S
589,Europa,1,TRAPPIST-1e,27.0,1,0.0,0.0,0.0,0.0,0.0,1,B,25,P
590,Earth,0,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,G,91,S
591,Earth,1,TRAPPIST-1e,58.0,0,0.0,0.0,0.0,0.0,0.0,0,G,92,S
592,Earth,0,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,1,G,92,S
593,Earth,1,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,G,92,S
594,Earth,0,55 Cancri e,21.0,0,0.0,0.0,908.0,49.0,0.0,1,G,95,P
595,Earth,0,PSO J318.5-22,21.0,0,1.0,368.0,0.0,0.0,388.0,0,F,131,P
596,Europa,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,1,C,24,S
597,Europa,1,55 Cancri e,43.0,0,0.0,0.0,0.0,0.0,0.0,1,C,24,S
598,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,G,93,S
599,Earth,0,TRAPPIST-1e,44.0,0,103.0,0.0,18.0,1197.0,1.0,1,F,133,P
600,Earth,0,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,1018.0,0.0,0,G,96,P
601,Mars,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,F,112,S
602,Mars,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,1,F,113,S
603,Mars,0,PSO J318.5-22,31.0,1,629.0,0.0,0.0,150.0,0.0,0,D,25,P
604,Earth,0,TRAPPIST-1e,39.0,0,0.0,1496.0,0.0,140.0,383.0,0,F,135,P
605,Earth,0,TRAPPIST-1e,35.0,0,0.0,1778.0,0.0,0.0,0.0,1,G,94,S
607,Earth,0,55 Cancri e,13.0,0,0.0,7.0,0.0,339.0,359.0,0,F,136,P
608,Earth,0,TRAPPIST-1e,21.0,0,0.0,0.0,7.0,675.0,0.0,0,F,136,P
610,Europa,1,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,B,28,P
611,Earth,0,TRAPPIST-1e,63.0,0,0.0,123.0,956.0,25.0,0.0,1,F,137,P
613,Europa,0,55 Cancri e,29.0,0,0.0,3344.0,0.0,118.0,972.0,1,C,25,S
614,Europa,0,55 Cancri e,36.0,0,0.0,4967.0,82.0,1517.0,575.0,1,C,25,S
615,Europa,0,TRAPPIST-1e,79.0,0,0.0,0.0,0.0,2210.0,2.0,0,C,25,S
616,Europa,1,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,1,C,25,S
617,Europa,1,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,1,C,25,S
620,Earth,0,,20.0,0,1724.0,0.0,0.0,1.0,0.0,0,G,98,P
622,Mars,1,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,1,F,115,S
623,Mars,1,TRAPPIST-1e,58.0,0,0.0,0.0,0.0,0.0,0.0,1,F,115,S
624,Mars,0,TRAPPIST-1e,33.0,0,105.0,0.0,1087.0,0.0,0.0,0,F,115,S
625,Earth,1,PSO J318.5-22,3.0,0,0.0,0.0,0.0,0.0,0.0,1,G,95,S
626,Mars,0,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,1,E,45,S
628,Earth,0,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,768.0,3.0,0,G,101,P
629,Earth,0,TRAPPIST-1e,28.0,0,0.0,863.0,0.0,17.0,0.0,1,F,117,S
630,Earth,0,TRAPPIST-1e,38.0,0,0.0,8.0,736.0,140.0,0.0,0,G,97,S
631,Earth,0,PSO J318.5-22,21.0,0,0.0,576.0,1.0,20.0,0.0,0,F,118,S
632,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,G,98,S
633,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,0,G,99,S
635,Earth,0,TRAPPIST-1e,44.0,0,86.0,525.0,16.0,49.0,39.0,1,F,140,P
637,,0,TRAPPIST-1e,28.0,0,,0.0,7104.0,0.0,0.0,1,F,141,P
638,Mars,0,TRAPPIST-1e,15.0,0,1264.0,0.0,2.0,23.0,0.0,0,F,141,P
639,Earth,0,TRAPPIST-1e,45.0,0,0.0,25.0,87.0,989.0,482.0,0,F,142,P
640,Earth,0,TRAPPIST-1e,26.0,0,0.0,530.0,2.0,9.0,403.0,0,F,143,P
641,Earth,1,PSO J318.5-22,46.0,0,0.0,0.0,0.0,0.0,0.0,1,G,102,P
